frame,people_count,crowd_level
seq_000246.jpg,19,Sedang
seq_000247.jpg,19,Sedang
seq_000248.jpg,17,Sedang
seq_000249.jpg,15,Sedang
seq_000250.jpg,15,Sedang
seq_000251.jpg,19,Sedang
seq_000252.jpg,19,Sedang
seq_000253.jpg,19,Sedang
seq_000254.jpg,19,Sedang
seq_000255.jpg,19,Sedang
seq_000256.jpg,20,Sedang
seq_000257.jpg,17,Sedang
seq_000258.jpg,18,Sedang
seq_000259.jpg,21,Sedang
seq_000260.jpg,24,Sedang
seq_000261.jpg,22,Sedang
seq_000262.jpg,22,Sedang
seq_000263.jpg,23,Sedang
seq_000264.jpg,23,Sedang
seq_000265.jpg,26,Sedang
seq_000266.jpg,29,Sedang
seq_000267.jpg,27,Sedang
seq_000268.jpg,32,Ramai
seq_000269.jpg,30,Sedang
seq_000270.jpg,29,Sedang
seq_000271.jpg,25,Sedang
seq_000272.jpg,25,Sedang
seq_000273.jpg,25,Sedang
seq_000274.jpg,28,Sedang
seq_000275.jpg,28,Sedang
seq_000276.jpg,27,Sedang
seq_000277.jpg,26,Sedang
seq_000278.jpg,28,Sedang
seq_000279.jpg,23,Sedang
seq_000280.jpg,20,Sedang
seq_000281.jpg,20,Sedang
seq_000282.jpg,20,Sedang
seq_000283.jpg,19,Sedang
seq_000284.jpg,21,Sedang
seq_000285.jpg,21,Sedang
seq_000286.jpg,19,Sedang
seq_000287.jpg,22,Sedang
seq_000288.jpg,24,Sedang
seq_000289.jpg,24,Sedang
seq_000290.jpg,24,Sedang
seq_000291.jpg,23,Sedang
seq_000292.jpg,21,Sedang
seq_000293.jpg,22,Sedang
seq_000294.jpg,28,Sedang
seq_000295.jpg,27,Sedang
seq_000296.jpg,26,Sedang
seq_000297.jpg,25,Sedang
seq_000298.jpg,28,Sedang
seq_000299.jpg,25,Sedang
seq_000300.jpg,24,Sedang
seq_000301.jpg,24,Sedang
seq_000302.jpg,22,Sedang
seq_000303.jpg,22,Sedang
seq_000304.jpg,20,Sedang
seq_000305.jpg,20,Sedang
seq_000306.jpg,22,Sedang
seq_000307.jpg,20,Sedang
seq_000308.jpg,18,Sedang
seq_000309.jpg,19,Sedang
seq_000310.jpg,20,Sedang
seq_000311.jpg,21,Sedang
seq_000312.jpg,18,Sedang
seq_000313.jpg,16,Sedang
seq_000314.jpg,13,Sedang
seq_000315.jpg,13,Sedang
seq_000316.jpg,14,Sedang
seq_000317.jpg,12,Sedang
seq_000318.jpg,14,Sedang
seq_000319.jpg,13,Sedang
seq_000320.jpg,14,Sedang
seq_000321.jpg,13,Sedang
seq_000322.jpg,16,Sedang
seq_000323.jpg,16,Sedang
seq_000324.jpg,17,Sedang
seq_000325.jpg,15,Sedang
seq_000326.jpg,17,Sedang
seq_000327.jpg,14,Sedang
seq_000328.jpg,17,Sedang
seq_000329.jpg,17,Sedang
seq_000330.jpg,16,Sedang
seq_000331.jpg,16,Sedang
seq_000332.jpg,16,Sedang
seq_000333.jpg,16,Sedang
seq_000334.jpg,18,Sedang
seq_000335.jpg,23,Sedang
seq_000336.jpg,23,Sedang
seq_000337.jpg,18,Sedang
seq_000338.jpg,21,Sedang
seq_000339.jpg,20,Sedang
seq_000340.jpg,20,Sedang
seq_000341.jpg,22,Sedang
seq_000342.jpg,23,Sedang
seq_000343.jpg,23,Sedang
seq_000344.jpg,23,Sedang
seq_000345.jpg,23,Sedang
seq_000346.jpg,27,Sedang
seq_000347.jpg,25,Sedang
seq_000348.jpg,27,Sedang
seq_000349.jpg,27,Sedang
seq_000350.jpg,29,Sedang
seq_000351.jpg,34,Ramai
seq_000352.jpg,33,Ramai
seq_000353.jpg,33,Ramai
seq_000354.jpg,34,Ramai
seq_000355.jpg,31,Ramai
seq_000356.jpg,30,Sedang
seq_000357.jpg,31,Ramai
seq_000358.jpg,28,Sedang
seq_000359.jpg,31,Ramai
seq_000360.jpg,31,Ramai
seq_000361.jpg,31,Ramai
seq_000362.jpg,33,Ramai
seq_000363.jpg,30,Sedang
seq_000364.jpg,27,Sedang
seq_000365.jpg,26,Sedang
seq_000366.jpg,24,Sedang
seq_000367.jpg,28,Sedang
seq_000368.jpg,26,Sedang
seq_000369.jpg,28,Sedang
seq_000370.jpg,29,Sedang
seq_000371.jpg,28,Sedang
seq_000372.jpg,27,Sedang
seq_000373.jpg,28,Sedang
seq_000374.jpg,26,Sedang
seq_000375.jpg,29,Sedang
seq_000376.jpg,28,Sedang
seq_000377.jpg,30,Sedang
seq_000378.jpg,32,Ramai
seq_000379.jpg,35,Ramai
seq_000380.jpg,38,Ramai
seq_000381.jpg,43,Ramai
seq_000382.jpg,38,Ramai
seq_000383.jpg,36,Ramai
seq_000384.jpg,36,Ramai
seq_000385.jpg,38,Ramai
seq_000386.jpg,42,Ramai
seq_000387.jpg,40,Ramai
seq_000388.jpg,41,Ramai
seq_000389.jpg,40,Ramai
seq_000390.jpg,36,Ramai
seq_000391.jpg,37,Ramai
seq_000392.jpg,39,Ramai
seq_000393.jpg,40,Ramai
seq_000394.jpg,43,Ramai
seq_000395.jpg,42,Ramai
seq_000396.jpg,43,Ramai
seq_000397.jpg,44,Ramai
seq_000398.jpg,45,Ramai
seq_000399.jpg,45,Ramai
seq_000400.jpg,46,Ramai
seq_000401.jpg,44,Ramai
seq_000402.jpg,47,Ramai
seq_000403.jpg,49,Ramai
seq_000404.jpg,45,Ramai
seq_000405.jpg,43,Ramai
seq_000406.jpg,37,Ramai
seq_000407.jpg,38,Ramai
seq_000408.jpg,39,Ramai
seq_000409.jpg,37,Ramai
seq_000410.jpg,35,Ramai
seq_000411.jpg,33,Ramai
seq_000412.jpg,30,Sedang
seq_000413.jpg,33,Ramai
seq_000414.jpg,34,Ramai
seq_000415.jpg,32,Ramai
seq_000416.jpg,33,Ramai
seq_000417.jpg,32,Ramai
seq_000418.jpg,33,Ramai
seq_000419.jpg,33,Ramai
seq_000420.jpg,30,Sedang
seq_000421.jpg,34,Ramai
seq_000422.jpg,38,Ramai
seq_000423.jpg,34,Ramai
seq_000424.jpg,36,Ramai
seq_000425.jpg,30,Sedang
seq_000426.jpg,29,Sedang
seq_000427.jpg,30,Sedang
seq_000428.jpg,29,Sedang
seq_000429.jpg,31,Ramai
seq_000430.jpg,34,Ramai
seq_000431.jpg,36,Ramai
seq_000432.jpg,34,Ramai
seq_000433.jpg,36,Ramai
seq_000434.jpg,44,Ramai
seq_000435.jpg,40,Ramai
seq_000436.jpg,39,Ramai
seq_000437.jpg,38,Ramai
seq_000438.jpg,42,Ramai
seq_000439.jpg,38,Ramai
seq_000440.jpg,44,Ramai
seq_000441.jpg,44,Ramai
seq_000442.jpg,43,Ramai
seq_000443.jpg,42,Ramai
seq_000444.jpg,38,Ramai
seq_000445.jpg,42,Ramai
seq_000446.jpg,42,Ramai
seq_000447.jpg,45,Ramai
seq_000448.jpg,44,Ramai
seq_000449.jpg,51,Ramai
seq_000450.jpg,44,Ramai
seq_000451.jpg,46,Ramai
seq_000452.jpg,47,Ramai
seq_000453.jpg,40,Ramai
seq_000454.jpg,36,Ramai
seq_000455.jpg,32,Ramai
seq_000456.jpg,29,Sedang
seq_000457.jpg,30,Sedang
seq_000458.jpg,33,Ramai
seq_000459.jpg,30,Sedang
seq_000460.jpg,37,Ramai
seq_000461.jpg,34,Ramai
seq_000462.jpg,34,Ramai
seq_000463.jpg,34,Ramai
seq_000464.jpg,28,Sedang
seq_000465.jpg,29,Sedang
seq_000466.jpg,31,Ramai
seq_000467.jpg,29,Sedang
seq_000468.jpg,25,Sedang
seq_000469.jpg,28,Sedang
seq_000470.jpg,25,Sedang
seq_000471.jpg,25,Sedang
seq_000472.jpg,25,Sedang
seq_000473.jpg,27,Sedang
seq_000474.jpg,24,Sedang
seq_000475.jpg,25,Sedang
seq_000476.jpg,25,Sedang
seq_000477.jpg,26,Sedang
seq_000478.jpg,22,Sedang
seq_000479.jpg,28,Sedang
seq_000480.jpg,26,Sedang
seq_000481.jpg,28,Sedang
seq_000482.jpg,34,Ramai
seq_000483.jpg,27,Sedang
seq_000484.jpg,28,Sedang
seq_000485.jpg,24,Sedang
seq_000486.jpg,26,Sedang
seq_000487.jpg,25,Sedang
seq_000488.jpg,24,Sedang
seq_000489.jpg,24,Sedang
seq_000490.jpg,30,Sedang
seq_000491.jpg,31,Ramai
seq_000492.jpg,30,Sedang
seq_000493.jpg,28,Sedang
seq_000494.jpg,28,Sedang
seq_000495.jpg,30,Sedang
seq_000496.jpg,31,Ramai
seq_000497.jpg,26,Sedang
seq_000498.jpg,27,Sedang
seq_000499.jpg,23,Sedang
seq_000500.jpg,26,Sedang
seq_000501.jpg,27,Sedang
seq_000502.jpg,21,Sedang
seq_000503.jpg,25,Sedang
seq_000504.jpg,24,Sedang
seq_000505.jpg,26,Sedang
seq_000506.jpg,29,Sedang
seq_000507.jpg,26,Sedang
seq_000508.jpg,24,Sedang
seq_000509.jpg,29,Sedang
seq_000510.jpg,27,Sedang
seq_000511.jpg,24,Sedang
seq_000512.jpg,23,Sedang
seq_000513.jpg,27,Sedang
seq_000514.jpg,32,Ramai
seq_000515.jpg,38,Ramai
seq_000516.jpg,35,Ramai
seq_000517.jpg,33,Ramai
seq_000518.jpg,33,Ramai
seq_000519.jpg,29,Sedang
seq_000520.jpg,31,Ramai
seq_000521.jpg,30,Sedang
seq_000522.jpg,33,Ramai
seq_000523.jpg,30,Sedang
seq_000524.jpg,29,Sedang
seq_000525.jpg,28,Sedang
seq_000526.jpg,31,Ramai
seq_000527.jpg,30,Sedang
seq_000528.jpg,31,Ramai
seq_000529.jpg,23,Sedang
seq_000530.jpg,22,Sedang
seq_000531.jpg,22,Sedang
seq_000532.jpg,25,Sedang
seq_000533.jpg,24,Sedang
seq_000534.jpg,27,Sedang
seq_000535.jpg,26,Sedang
seq_000536.jpg,29,Sedang
seq_000537.jpg,31,Ramai
seq_000538.jpg,28,Sedang
seq_000539.jpg,27,Sedang
seq_000540.jpg,28,Sedang
seq_000541.jpg,28,Sedang
seq_000542.jpg,29,Sedang
seq_000543.jpg,25,Sedang
seq_000544.jpg,24,Sedang
seq_000545.jpg,27,Sedang
seq_000546.jpg,27,Sedang
seq_000547.jpg,25,Sedang
seq_000548.jpg,22,Sedang
seq_000549.jpg,21,Sedang
seq_000550.jpg,21,Sedang
seq_000551.jpg,23,Sedang
seq_000552.jpg,24,Sedang
seq_000553.jpg,22,Sedang
seq_000554.jpg,24,Sedang
seq_000555.jpg,23,Sedang
seq_000556.jpg,22,Sedang
seq_000557.jpg,23,Sedang
seq_000558.jpg,21,Sedang
seq_000559.jpg,24,Sedang
seq_000560.jpg,22,Sedang
seq_000561.jpg,20,Sedang
seq_000562.jpg,23,Sedang
seq_000563.jpg,24,Sedang
seq_000564.jpg,24,Sedang
seq_000565.jpg,23,Sedang
seq_000566.jpg,21,Sedang
seq_000567.jpg,23,Sedang
seq_000568.jpg,24,Sedang
seq_000569.jpg,24,Sedang
seq_000570.jpg,24,Sedang
seq_000571.jpg,21,Sedang
seq_000572.jpg,20,Sedang
seq_000573.jpg,22,Sedang
seq_000574.jpg,20,Sedang
seq_000575.jpg,21,Sedang
seq_000576.jpg,20,Sedang
seq_000577.jpg,22,Sedang
seq_000578.jpg,23,Sedang
seq_000579.jpg,27,Sedang
seq_000580.jpg,29,Sedang
seq_000581.jpg,27,Sedang
seq_000582.jpg,27,Sedang
seq_000583.jpg,26,Sedang
seq_000584.jpg,30,Sedang
seq_000585.jpg,30,Sedang
seq_000586.jpg,28,Sedang
seq_000587.jpg,29,Sedang
seq_000588.jpg,31,Ramai
seq_000589.jpg,30,Sedang
seq_000590.jpg,26,Sedang
seq_000591.jpg,28,Sedang
seq_000592.jpg,27,Sedang
seq_000593.jpg,25,Sedang
seq_000594.jpg,24,Sedang
seq_000595.jpg,24,Sedang
seq_000596.jpg,25,Sedang
seq_000597.jpg,22,Sedang
seq_000598.jpg,23,Sedang
seq_000599.jpg,23,Sedang
seq_000600.jpg,23,Sedang
seq_000601.jpg,22,Sedang
seq_000602.jpg,26,Sedang
seq_000603.jpg,25,Sedang
seq_000604.jpg,26,Sedang
seq_000605.jpg,29,Sedang
seq_000606.jpg,29,Sedang
seq_000607.jpg,31,Ramai
seq_000608.jpg,36,Ramai
seq_000609.jpg,39,Ramai
seq_000610.jpg,40,Ramai
seq_000611.jpg,37,Ramai
seq_000612.jpg,41,Ramai
seq_000613.jpg,40,Ramai
seq_000614.jpg,42,Ramai
seq_000615.jpg,42,Ramai
seq_000616.jpg,45,Ramai
seq_000617.jpg,44,Ramai
seq_000618.jpg,44,Ramai
seq_000619.jpg,44,Ramai
seq_000620.jpg,40,Ramai
seq_000621.jpg,38,Ramai
seq_000622.jpg,39,Ramai
seq_000623.jpg,42,Ramai
seq_000624.jpg,42,Ramai
seq_000625.jpg,41,Ramai
seq_000626.jpg,40,Ramai
seq_000627.jpg,42,Ramai
seq_000628.jpg,34,Ramai
seq_000629.jpg,32,Ramai
seq_000630.jpg,29,Sedang
seq_000631.jpg,33,Ramai
seq_000632.jpg,38,Ramai
seq_000633.jpg,40,Ramai
seq_000634.jpg,36,Ramai
seq_000635.jpg,33,Ramai
seq_000636.jpg,29,Sedang
seq_000637.jpg,32,Ramai
seq_000638.jpg,37,Ramai
seq_000639.jpg,39,Ramai
seq_000640.jpg,37,Ramai
seq_000641.jpg,38,Ramai
seq_000642.jpg,39,Ramai
seq_000643.jpg,40,Ramai
seq_000644.jpg,41,Ramai
seq_000645.jpg,40,Ramai
seq_000646.jpg,41,Ramai
seq_000647.jpg,43,Ramai
seq_000648.jpg,43,Ramai
seq_000649.jpg,39,Ramai
seq_000650.jpg,39,Ramai
seq_000651.jpg,36,Ramai
seq_000652.jpg,33,Ramai
seq_000653.jpg,33,Ramai
seq_000654.jpg,33,Ramai
seq_000655.jpg,36,Ramai
seq_000656.jpg,37,Ramai
seq_000657.jpg,35,Ramai
seq_000658.jpg,31,Ramai
seq_000659.jpg,32,Ramai
seq_000660.jpg,34,Ramai
seq_000661.jpg,34,Ramai
seq_000662.jpg,30,Sedang
seq_000663.jpg,27,Sedang
seq_000664.jpg,25,Sedang
seq_000665.jpg,26,Sedang
seq_000666.jpg,27,Sedang
seq_000667.jpg,31,Ramai
seq_000668.jpg,27,Sedang
seq_000669.jpg,29,Sedang
seq_000670.jpg,32,Ramai
seq_000671.jpg,33,Ramai
seq_000672.jpg,32,Ramai
seq_000673.jpg,33,Ramai
seq_000674.jpg,38,Ramai
seq_000675.jpg,34,Ramai
seq_000676.jpg,38,Ramai
seq_000677.jpg,35,Ramai
seq_000678.jpg,36,Ramai
seq_000679.jpg,34,Ramai
seq_000680.jpg,36,Ramai
seq_000681.jpg,32,Ramai
seq_000682.jpg,33,Ramai
seq_000683.jpg,30,Sedang
seq_000684.jpg,32,Ramai
seq_000685.jpg,34,Ramai
seq_000686.jpg,33,Ramai
seq_000687.jpg,35,Ramai
seq_000688.jpg,34,Ramai
seq_000689.jpg,28,Sedang
seq_000690.jpg,31,Ramai
seq_000691.jpg,32,Ramai
seq_000692.jpg,32,Ramai
seq_000693.jpg,37,Ramai
seq_000694.jpg,33,Ramai
seq_000695.jpg,31,Ramai
seq_000696.jpg,33,Ramai
seq_000697.jpg,33,Ramai
seq_000698.jpg,33,Ramai
seq_000699.jpg,39,Ramai
seq_000700.jpg,39,Ramai
seq_000701.jpg,39,Ramai
seq_000702.jpg,37,Ramai
seq_000703.jpg,34,Ramai
seq_000704.jpg,32,Ramai
seq_000705.jpg,35,Ramai
seq_000706.jpg,38,Ramai
seq_000707.jpg,37,Ramai
seq_000708.jpg,39,Ramai
seq_000709.jpg,39,Ramai
seq_000710.jpg,40,Ramai
seq_000711.jpg,37,Ramai
seq_000712.jpg,37,Ramai
seq_000713.jpg,38,Ramai
seq_000714.jpg,39,Ramai
seq_000715.jpg,37,Ramai
seq_000716.jpg,37,Ramai
seq_000717.jpg,44,Ramai
seq_000718.jpg,41,Ramai
seq_000719.jpg,46,Ramai
seq_000720.jpg,48,Ramai
seq_000721.jpg,46,Ramai
seq_000722.jpg,45,Ramai
seq_000723.jpg,43,Ramai
seq_000724.jpg,42,Ramai
seq_000725.jpg,44,Ramai
seq_000726.jpg,46,Ramai
seq_000727.jpg,45,Ramai
seq_000728.jpg,45,Ramai
seq_000729.jpg,50,Ramai
seq_000730.jpg,47,Ramai
seq_000731.jpg,45,Ramai
seq_000732.jpg,39,Ramai
seq_000733.jpg,40,Ramai
seq_000734.jpg,39,Ramai
seq_000735.jpg,35,Ramai
seq_000736.jpg,37,Ramai
seq_000737.jpg,38,Ramai
seq_000738.jpg,39,Ramai
seq_000739.jpg,33,Ramai
seq_000740.jpg,38,Ramai
seq_000741.jpg,31,Ramai
seq_000742.jpg,38,Ramai
seq_000743.jpg,33,Ramai
seq_000744.jpg,37,Ramai
seq_000745.jpg,39,Ramai
seq_000746.jpg,39,Ramai
seq_000747.jpg,42,Ramai
seq_000748.jpg,39,Ramai
seq_000749.jpg,39,Ramai
seq_000750.jpg,45,Ramai
seq_000751.jpg,44,Ramai
seq_000752.jpg,44,Ramai
seq_000753.jpg,40,Ramai
seq_000754.jpg,40,Ramai
seq_000755.jpg,41,Ramai
seq_000756.jpg,41,Ramai
seq_000757.jpg,43,Ramai
seq_000758.jpg,41,Ramai
seq_000759.jpg,39,Ramai
seq_000760.jpg,43,Ramai
seq_000761.jpg,40,Ramai
seq_000762.jpg,41,Ramai
seq_000763.jpg,34,Ramai
seq_000764.jpg,32,Ramai
seq_000765.jpg,30,Sedang
seq_000766.jpg,31,Ramai
seq_000767.jpg,32,Ramai
seq_000768.jpg,28,Sedang
seq_000769.jpg,26,Sedang
seq_000770.jpg,26,Sedang
seq_000771.jpg,30,Sedang
seq_000772.jpg,32,Ramai
seq_000773.jpg,34,Ramai
seq_000774.jpg,36,Ramai
seq_000775.jpg,35,Ramai
seq_000776.jpg,34,Ramai
seq_000777.jpg,34,Ramai
seq_000778.jpg,34,Ramai
seq_000779.jpg,33,Ramai
seq_000780.jpg,31,Ramai
seq_000781.jpg,35,Ramai
seq_000782.jpg,35,Ramai
seq_000783.jpg,36,Ramai
seq_000784.jpg,29,Sedang
seq_000785.jpg,28,Sedang
seq_000786.jpg,25,Sedang
seq_000787.jpg,26,Sedang
seq_000788.jpg,26,Sedang
seq_000789.jpg,22,Sedang
seq_000790.jpg,22,Sedang
seq_000791.jpg,20,Sedang
seq_000792.jpg,21,Sedang
seq_000793.jpg,22,Sedang
seq_000794.jpg,23,Sedang
seq_000795.jpg,26,Sedang
seq_000796.jpg,25,Sedang
seq_000797.jpg,26,Sedang
seq_000798.jpg,26,Sedang
seq_000799.jpg,26,Sedang
seq_000800.jpg,26,Sedang
seq_000801.jpg,30,Sedang
seq_000802.jpg,34,Ramai
seq_000803.jpg,33,Ramai
seq_000804.jpg,36,Ramai
seq_000805.jpg,38,Ramai
seq_000806.jpg,39,Ramai
seq_000807.jpg,37,Ramai
seq_000808.jpg,39,Ramai
seq_000809.jpg,35,Ramai
seq_000810.jpg,36,Ramai
seq_000811.jpg,36,Ramai
seq_000812.jpg,39,Ramai
seq_000813.jpg,39,Ramai
seq_000814.jpg,39,Ramai
seq_000815.jpg,36,Ramai
seq_000816.jpg,38,Ramai
seq_000817.jpg,33,Ramai
seq_000818.jpg,30,Sedang
seq_000819.jpg,32,Ramai
seq_000820.jpg,33,Ramai
